number,skill_name,invoke_name,Alexa_Answer,User_Response
14,Alexa open Guess The price,Alexa open Guess The price,LET'S START THE GAME NAME YOUR PRODUCT IS MARMAT FOR PERSON LIMESTONE MODEL TENT SPACIOUS ENOUGH TO SLEEP THE WHOLE FAMILY COMFORTABLY THE WATERPROOF FLY AND FLOOR KEEP THE RAIN AND WATER OUT AND THE ZONE CONSTRUCTION CREATES A ROOMIER SLEEPING AREA GO AHEAD YES THE PRICE,$199.99
14,Alexa open Guess The price,Alexa open Guess The price,SAND NINE HUNDRED NINETY NINE THE ACTUAL PRICE WAS THREE HUNDRED DOLLARS YOUR SCORE FOR THAT ANSWER IS ZERO POINTS YOUR NEXT PRODUCT IS MARMAT FOUR PERSON LIMESTONE MODEL TENT SPACIOUS ENOUGH TO SLEEP THE WHOLE FAMILY COMFORTABLY THE WATERPROOF FLY AND FLOOR KEEP THE RAIN AND WATER OUT AND THE ZONE CONSTRUCTION CREATES A ROOMIER SLEEPING AREA YES THE PRICE,$199.99
14,Alexa open Guess The price,Alexa open Guess The price,TEN THOUSAND NINE HUNDRED NINETY NINE THE ACTUAL PRICE WAS THREE HUNDRED DOLLARS YOUR SCORE FOR THAT ANSWER IS ZERO POINTS YOUR NEXT PRODUCT IS SIX PACKS OF HALF LIDER SMART WATER PACK OF SIX HALF LIDE VAPOR DISTILLED BOTTLED WATER FROM SMART WATER YES THE PRICE IF YOU DARE,$9.99
14,Alexa open Guess The price,Alexa open Guess The price,YOUR FINAL SCORE WAS ZERO,OK.
0,Alexa open hang man.,Alexa open hang man.,WELCOME TO THE WORD GAME OF HANGMAN THE WORD CONTAINS FIVE LETTERS YOU HAVE TEN ATTEMPTS LEFT PLEASE SAY A LETTER,A
0,Alexa open hang man.,Alexa open hang man.,PLEASE SAY A LETTER,E
0,Alexa open hang man.,Alexa open hang man.,LETTER ARE YOU SURE OH,A: I'm sorry.
0,Alexa open hang man.,Alexa open hang man.,TO THE WORD GAME OF HANGMAN PLEASE SAY A LETTER OH,A: I'm sorry.
0,Alexa open hang man.,Alexa open hang man.,GAME OF HANGMAN PLEASE SAY A LETTERO,I'm sorry.
0,Alexa open hang man.,Alexa open hang man.,GAME OF HANGMAN PLEASE SAY A LETTEO,I'm sorry.
0,Alexa open hang man.,Alexa open hang man.,GAME OF HANDMAN PLEASE SAY A LETTER O,I'm sorry.
0,Alexa open hang man.,Alexa open hang man.,GAME OF HANGMAN PLEASE SAY A LETTER,O
0,Alexa open hang man.,Alexa open hang man.,PLEASE SAY A LETTER,O
1,Alexa open hang man.,Alexa open hang man.,WELCOME TO THE WARD GAME OF HANGMAN THE WARD CONTAINS EIGHT LETTERS YOU HAVE TEN ATTEMPTS LEFT PLEASE SAY A LETTER O,O
1,Alexa open hang man.,Alexa open hang man.,S SAY A LETTER,O
2,Alexa open hang man.,Alexa open hang man.,WELCOME TO THE WORD GAME OF HANGMAN THE WORD CONTAINS SEVEN LETTERS YOU HAVE TEN ATTEMPTS LEFT PLEASE SAY A LETTER,O
2,Alexa open hang man.,Alexa open hang man.,PLEASE SAY A METTER,O
3,Alexa open hang man.,Alexa open hang man.,WELCOME TO THE WORD GAME OF HANGMAN THE WORD CONTAINS EIGHT LETTERS YOU HAVE TEN ATTEMPTS LEFT PLEASE SAY A LETTER O,O
3,Alexa open hang man.,Alexa open hang man.,PLEASE SAY LETTE,O
4,Alexa open hang man.,Alexa open hang man.,WELCOME TO THE WORD GAME OF HANGMAN THE WORD CONTAINS NINE LETTERS YOU HAVE TEN ATTEMPTS LEFT PLEASE SAY A LETTER,O
4,Alexa open hang man.,Alexa open hang man.,PLEASE SAY A LETTER,O
5,Alexa open hang man.,Alexa open hang man.,WELCOME TO THE WARD GAME OF HANGMAN THE WORD CONTAINS SIX LETTERS YOU HAVE TEN ATTEMPTS LEFT PLEASE SAY A LETTER,O
5,Alexa open hang man.,Alexa open hang man.,PLEASE SAY A LETTER,O
6,Alexa open hang man.,Alexa open hang man.,WELCOME TO THE WARD GAME OF HANGMAN THE WARD CONTAINS EIGHT LETTERS YOU HAVE TEN ATTEMPTS LEFT PLEASE SAY A LETTERO,O
6,Alexa open hang man.,Alexa open hang man.,EASE SAY A LETTER,O
7,Alexa open hang man.,Alexa open hang man.,WELCOME TO THE WARD GAME OF HANGMAN THE WORD CONTAINS TWELVE LETTERS YOU HAVE TEN ATTEMPTS LEFT PLEASE SAY A LETTER,O
7,Alexa open hang man.,Alexa open hang man.,PLEASE SAY A LETTER,O
8,Alexa open hang man.,Alexa open hang man.,WELCOME TO THE WARD GAME OF HANGMAN THE WARD CONTAINS SEVEN LETTERS YOU HAVE TEN ATTEMPTS LEFT PLEASE SAY A LETTER,O
8,Alexa open hang man.,Alexa open hang man.,PLEASE SAY A LETTER,O
9,Alexa open hang man.,Alexa open hang man.,WELCOME TO THE WARD GAME OF HANGMAN THE WARD CONTAINS EIGHT LETTERS YOU HAVE TEN ATTEMPTS LEFT PLEASE SAY A LETTER,O
9,Alexa open hang man.,Alexa open hang man.,PLEASE SAY A LETTER,O
10,Alexa open hang man.,Alexa open hang man.,WELCOME TO THE WORD GAME OF HANGMAN THE WORD CONTAINS EIGHT LETTERS YOU HAVE TEN ATTEMPTS LEFT PLEASE SAY A LETTER O,O
10,Alexa open hang man.,Alexa open hang man.,PLEASE SAY A LETTER,O
11,Alexa open hang man.,Alexa open hang man.,WELCOME TO THE WORD GAME OF HANGMAN THE WORD CONTAINS FOUR LETTERS YOU HAVE TEN ATTEMPTS LEFT PLEASE SAY A LETTER,O
11,Alexa open hang man.,Alexa open hang man.,PLEASE SAY A LETTER,O
12,Alexa open hang man.,Alexa open hang man.,WELCOME TO THE WORD GAME OF HANGMAN THE WORD CONTAINS FOUR LETTERS YOU HAVE TEN ATTEMPTS LEFT PLEASE SAY A LETTER,O
12,Alexa open hang man.,Alexa open hang man.,PLEASE SAY A LETTER,O
13,Alexa open hang man.,Alexa open hang man.,WELCOME TO THE WORD GAME OF HANGMAN THE WORD CONTAINS FIVE LETTERS YOU HAVE TEN ATTEMPTS LEFT PLEASE SAY A LETTER,O
13,Alexa open hang man.,Alexa open hang man.,PLEASE SAY A LETTER,O
14,Alexa open hang man.,Alexa open hang man.,WELCOME TO THE WARD GAME OF HANGMAN THE WARD CONTAINS FIVE LETTERS YOU HAVE TEN ATTEMPTS LEFT PLEASE SAY A LETTER,O
14,Alexa open hang man.,Alexa open hang man.,PLEASE SAY A LETTER,O
0,"Alexa, open potter house quiz","Alexa, open potter house quiz",WELCOME TO THE HARRY POTTER HOUSE GUESSING GANG YOU CAN ASK TO START A QUIZ WITH STARTA QUIZ,START A QUIZ
0,"Alexa, open potter house quiz","Alexa, open potter house quiz",I WILL ASK YOU FOR THE HOGWORDS HOUSE OF TEN CHARACTERS HERE IS YOUR FIRST QUESTION WHAT IS THE HOUSE OF JUSTIN FINCH FLITCHEY,Hufflepuff
0,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF JUSTIN FINCH FLETCHLEY IS HUFFLEBUFF YOUR CURRENT SCORE IS ONE OUT OF ONE HERE IS YOUR SECOND QUESTION WHAT IS THE HOUSE OF NEWTON CAMANDER O,Gryffindor
0,"Alexa, open potter house quiz","Alexa, open potter house quiz",COMMANDER IS HUFFLE PUFF YOUR CURRENT SCORE IS ONE OUT OF TWO HERE IS YOUR THIRD QUESTION WHAT IS THE HOUSE OF VINCENT CRAD O,Slytherin
0,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF VINCENT CRABB IS SLITHERING YOUR CURRENT SCORE IS TWO OUT OF THREE HERE IS YOUR FOURTH QUESTION WHAT IS THE HOUSE OF SHAMUS FINGIN,Gryffindor
0,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF JAMES FINNGAN IS GRIFFENDORE YOUR CURRENT SCORE IS THREE OUT OF FOUR HERE IS YOUR FIFTH QUESTION WHAT IS THE HOUSE OF FRED WEASLEY,Gryffindor
0,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF FRED WEASLEY IS GRIFFINBEL YOUR CURRENT SCORE IS FOUR OUT OF FIVE HERE IS YOUR SIXTH QUESTION WHAT IS THE HOUSE OF NEWTON SAMANDE ONLY,Ravenclaw
0,"Alexa, open potter house quiz","Alexa, open potter house quiz",NEWTON'S COMMANDER IS HUFFLEPUFF YOUR CURRENT SCORE IS FOUR OUT OF SIX HERE IS YOUR SEVENTH QUESTION WHAT IS THE HOUSE OF FLORA CARROLLO,Ravenclaw
0,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF FLORA CARROLL AT SLITHERAM YOUR CURRENT SCORE IS FOUR OUT OF SEVEN HERE IS YOUR EIGHTH QUESTION WHAT IS THE HOUSE OF DENIS CREEBY O,Hufflepuff
0,"Alexa, open potter house quiz","Alexa, open potter house quiz",HOUSE OF DENNIS CREEDEN IS GRIFFENDOR YOUR CURRENT SCORE IS FOUR OUT OF EIGHT HERE IS YOUR NINTH QUESTION WHAT IS THE HOUSE OF PENELOPE CLEARWATER,Ravenclaw
1,"Alexa, open potter house quiz","Alexa, open potter house quiz",WELCOME TO THE HAIRY POTTER HOUSE GUESSING GANG YOU CAN ASK TO START A QUIZ WITH START A QUIZ,START A QUIZ
1,"Alexa, open potter house quiz","Alexa, open potter house quiz",WILL ASK YOU FOR THE HOGBOOKS HOUSE OF TEN CHARACTERS HERE IS YOUR FIRST QUESTION WHAT IS THE HOUSE OF GREGORY BOYLE,Ravenclaw
1,"Alexa, open potter house quiz","Alexa, open potter house quiz",HOUSE OF GREGORY GOYLE IS SLITERIN YOUR CURRENT SCORE ZERO OUT OF ONE HERE IS YOUR SECOND QUESTION WHAT IS THE HOUSE OF LILY EVANS,Gryffindor
1,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF LILY EVANS'S GRIFFENDORE YOUR CURRENT SCORE IS ONE OUT OF TWO HERE IS YOUR THIRD QUESTION WHAT IS THE HOUSE OF CELESTINA WARBECK,Ravenclaw
1,"Alexa, open potter house quiz","Alexa, open potter house quiz",OF CELESTINA WARBECK IS GRIFFINBOY YOUR CURRENT SCORE IS ONE OUT OF THREE HERE IS YOUR FOURTH QUESTION WHAT IS THE HOUSE OF NEWTON'S COMMANDERO,Ravenclaw
1,"Alexa, open potter house quiz","Alexa, open potter house quiz",NEWTON'S COMMANDER IS HUFFLE PUFF YOUR CURRENT SCORE IS ONE OUT OF FOUR HERE IS YOUR FIFTH QUESTION WHAT IS THE HOUSE OF PERCY WEASLEY,Gryffindor
1,"Alexa, open potter house quiz","Alexa, open potter house quiz",HOUSE OF PERCY WEASLEY IS GRIFFENBORE YOUR CURRENT SCORE IS TWO OUT OF FIVE HERE IS YOUR SIXTH QUESTION WHAT IS THE HOUSE OF ANGELINA JOHNSON,Gryffindor
1,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF ANGELINA JOHNSON IS GRIFFINVILLE YOUR CURRENT SCORE IS THREE OUT OF SIX HERE IS YOUR SEVENTH QUESTION WHAT IS THE HOUSE OF FAT FRIAR O,Hufflepuff
1,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF FAT FRIAR IS HUFFLEBUFF YOUR CURRENT SCOREIS FOUR OUT OF SEVEN HERE IS YOUR EIGHTH QUESTION WHAT IS THE HOUSE OF LAVENDER BROWN,Gryffindor
1,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF LAVENDER BROWN IS GRIFFENDOLE YOUR CURRENT SORE IS FIVE OUT OF EIGHT HERE IS YOUR NINTH QUESTION WHAT IS THE HOUSE OF JEMMA FARLIN,Ravenclaw
2,"Alexa, open potter house quiz","Alexa, open potter house quiz",WELCOME TO THE HARRY POTTER HOUSE GUESSA GANG YOU CAN ASK TO START A QUIZ WITH START A QUIZ,START A QUIZ
2,"Alexa, open potter house quiz","Alexa, open potter house quiz",I WILL ASK YOU FOR THE HOGWORD'S HOUSE OF TEN CHARACTERS HERE IS YOUR FIRST QUESTION WHAT IS THE HOUSE OF PHILEAS FLIGLICK,Gryffindor
2,"Alexa, open potter house quiz","Alexa, open potter house quiz",FLITWIG AS REGAN PLA YOUR CURRENT SCORE IS ZERO OUT OF ONE HERE IS YOUR SECOND QUESTION WHAT IS THE HOUSE OF LILY EVANS O,Gryffindor
2,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF LILY EVANS'S GRIFFENBURGH YOUR CURRENT SCORE IS ONE OUT OF TWO HERE IS YOUR THIRD QUESTION WHAT IS THE HOUSE OF ELIZABETH BURKE,Ravenclaw
2,"Alexa, open potter house quiz","Alexa, open potter house quiz",HOUSE OF ELIZABETH BURKE IS SLITTERING YOUR CURRENT SCOREIS ONE OUT OF THREE HERE IS YOUR FOURTH QUESTION WHAT IS THE HOUSE OF TOM RIDDLE O,Slytherin
2,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF TOM RIDDLE IS SLITHERING YOUR CURRENT SCORE IS TWO OUT OF FOUR HERE IS YOUR FIFTH QUESTION WHAT IS THE HOUSE OF SOLVANUS KETTLE BUN,Hufflepuff
2,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF SILVANUS KETTLEBURN IS HUFFLED OFF YOUR CURRENT SCHOOR IS THREE OUT OF FIVE HERE IS YOUR SIXTH QUESTION WHAT IS THE HOUSE OF BELATRIX LE STRANGE,Slytherin
2,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF BELLATRIX THE STRANGE IS SLIVERING YOUR CURRENT SCORE IS FOUR OUT OF SIX HERE IS YOUR SEVENTH QUESTION WHAT IS THE HOUSE OF HERMIONA GRANGER,Gryffindor
2,"Alexa, open potter house quiz","Alexa, open potter house quiz",TE HOUSE OF HERMIONE GRANGER IS GRIFFINBOLE YOUR CURRENT SCORE IS FIVE OUT OF SEVEN HERE IS YOUR EIGHTH QUESTION WHAT IS THE HOUSE OF MOLLY PROE,Hufflepuff
2,"Alexa, open potter house quiz","Alexa, open potter house quiz",OUSE OF MOLLY CRUT IS GRIFFENGORE YOUR CURRENT SCORE IS FIVE OUT OF EIGHT HERE IS YOUR NINTH QUESTION WHAT IS THE HOUSE OF SUSAN BUNES,Ravenclaw
3,"Alexa, open potter house quiz","Alexa, open potter house quiz",WELCOME TO THE HARRY POTTER HOUSE GUESSING GANG YOU CAN ASK TO START A QUIZ WITH START A QUIZ O,START A QUIZ
3,"Alexa, open potter house quiz","Alexa, open potter house quiz",WILL ASK YOU FOR THE HOGLOCKS HOUSE OF TEN CHARACTERS HERE IS YOUR FIRST QUESTION WHAT IS THE HOUSE OF FAT FRIAR O,Hufflepuff
3,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF FAT FRIAR IS HUFFLED UFF YOUR CURRENT SCORE IS ONE OUT OF ONE HERE IS YOUR SECOND QUESTION WHAT IS THE HOUSE OF SYBIL TRELAWNEY,Ravenclaw
3,"Alexa, open potter house quiz","Alexa, open potter house quiz",IN THE HOUSE OF SIBIL TRELAWNEY IS RAVEN CLOT YOUR CURRENT SCORE IS TWO OUT OF TWO HERE IS YOUR THIRD QUESTION WHAT IS THE HOUSE OF DENIS CREEBY,Gryffindor
3,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF DENIS CREEBY IS GRIFFENDORE YOUR CURRENT SCORE IS THREE OUT OF THREE HERE IS YOUR FOURTH QUESTION WHAT IS THE HOUSE OF GREGORY GOYLE,Slytherin
3,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF GREGORY GOYLE IS SLIVERNIN YOUR CURRENT SCORE IS FOUR OUT OF FOUR HERE IS YOUR FIFTH QUESTION WHAT IS THE HOUSE OF SALAZAR SLIVERING,Slytherin
3,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF SALZAR SLITHER IN I SLITHERN YOUR CURRENT SCORE IS FIVE OUT OF FIVE HERE IS YOUR SIXTH QUESTION WHAT IS THE HOUSE OF PHILEAS FLITLEY,Ravenclaw
3,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF PHILEAS FLITWIG IS RADAN CLOT YOUR CURRENT SCORE IS SIX OUT OF SIX HERE IS YOUR SEVENTH QUESTION WHAT IS THE HOUSE OF HANNAH ABBOT O,Hufflepuff
3,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF HANNAH ABES HAFEBUF YOUR CURRENT SCOREIS SEVEN OUT OF SEVEN HERE IS YOUR EIGHTH QUESTION WHAT IS THE HOUSE OF MYMPHA DORITONS O,Ravenclaw
3,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF NYMPHODORA TANTSIS HUFFLEPUFF YOUR CURRENT SCORE IS SEVEN OUT OF EIGHT HERE IS YOUR NINTH QUESTION WHAT IS THE HOUSE OF ELIZABETH BURK O,Ravenclaw
4,"Alexa, open potter house quiz","Alexa, open potter house quiz",WELCOME TO THE HARRY POTTER HOUSE GESSIN GANG YOU CAN ASK TO START A QUIZ WITH START A QUIZ O,Start a quiz
4,"Alexa, open potter house quiz","Alexa, open potter house quiz",WILL ASK YOU FOR THE HOGWOOD'S HOUSE OF TEN CHARACTERS HERE IS YOUR FIRST QUESTION WHAT IS THE HOUSE OF BRIDGET WENLOCK O,Ravenclaw
4,"Alexa, open potter house quiz","Alexa, open potter house quiz",BRIDGET WENLOCK IS HUFFLE PUFF YOUR CURRENT SCORE IS ZERO OUT OF ONE HERE IS YOUR SECOND QUESTION WHAT IS THE HOUSE OF JEMAFAE,Ravenclaw
4,"Alexa, open potter house quiz","Alexa, open potter house quiz",JEMMA FARLEYS SLITERM YOUR CURRENT SCORE IS ZERO OUT OF TWO HERE IS YOUR THIRD QUESTION WHAT IS THE HOUSE OF SHAMUS FINEGAN,Gryffindor
4,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF JAMES FINNEGAN IS GRIFFENDORE YOUR CURRENT SCORE IS ONE OUT OF THREE HERE IS YOUR FOURTH QUESTION WHAT IS THE HOUSE OF GENL FARLING O,Ravenclaw
4,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF JEMMA FARLEY AS LIVERING YOUR CURRENT SCORES ONE OUT OF FOUR HERE IS YOUR FIFTH QUESTION WHAT IS THE HOUSE OF LILY POTTER O,Gryffindor
4,"Alexa, open potter house quiz","Alexa, open potter house quiz",HOUSE OF LILY POTTER IS GRIFFENDIL YOUR CURRENT SCORE IS TWO OUT OF FIVE HERE IS YOUR SIXTH QUESTION WHAT IS THE HOUSE OF RANILDA VANE,Ravenclaw
4,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF RAMILDA VANE IS GRIFFENDORE YOUR CURRENT SCORE IS TWO OUT OF SIX HERE IS YOUR SEVENTH QUESTION WHAT IS THE HOUSE OF BRIDGET WENLOCK,Ravenclaw
4,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF BRIDGET WENLOCK IS HUFFLED OF YOUR CURRENT SCORE IS TWO OUT OF SEVEN HERE IS YOUR EIGHTH QUESTION WHAT IS THE HOUSE OF SILVANUS KETTLEBURN O,Gryffindor
4,"Alexa, open potter house quiz","Alexa, open potter house quiz",SYLVANUS KETTLE BURN IS HUFFLE CUFF YOUR CURRENT SCORE IS TWO OUT OF EIGHT HERE IS YOUR NINTH QUESTION WHAT IS THE HOUSE OF ZACHARIAH SMITH,Hufflepuff
5,"Alexa, open potter house quiz","Alexa, open potter house quiz",WELCOME TO THE HARRY POTTER HOUSE GUESSING GANG YOU CAN ASK TO START A QUIZ WITH START A QUIZ,START A QUIZ
5,"Alexa, open potter house quiz","Alexa, open potter house quiz",I WILL ASK YOU FOR THE HOGWOODS HOUSE OF TEN CHARACTERS HERE IS YOUR FIRST QUESTION WHAT IS THE HOUSE OF CEDRIC DIGGERY,Hufflepuff
5,"Alexa, open potter house quiz","Alexa, open potter house quiz",HOUSE OF CEDRIC DIGGERY IS HUFFLED OFF YOUR CURRENT SCORE IS ONE OUT OF ONE HERE IS YOUR SECOND QUESTION WHAT IS THE HOUSE OF TOM RIDDLE,Slytherin
5,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF TOM RIDDLE A SLITHERING YOUR CURRENT SCORE IS TWO OUT OF TWO HERE IS YOUR THIRD QUESTION WHAT IS THE HOUSE OF GODRIC GRIFFENDO,Gryffindor
5,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF BADRE GRIFFINDOY IS GRIFFINBOY YOUR CURRENT SCORE IS THREE OUT OF THREE HERE IS YOUR FOURTH QUESTION WHAT IS THE HOUSE OF RUDOLPHUS LESTRANGE,Slytherin
5,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF RUDOLPHUS LESTRANGE IS SLITTERIN YOUR CURRENT SCORE IS FOUR OUT OF FOUR HERE IS YOUR FIFTH QUESTION WHAT IS THE HOUSE OF A BREXS MOUTOY,Ravenclaw
5,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF A BRAXUS MALFOY IS SLITHERING YOUR CURRENT SCORE IS FOUR OUT OF FIVE HERE IS YOUR SIXTH QUESTION WHAT IS THE HOUSE OF JEMMA FATER,Hufflepuff
5,"Alexa, open potter house quiz","Alexa, open potter house quiz",OF GEMAPARLIS LIVERING YOUR CURRENT SCORE IS FOUR OUT OF SIX HERE IS YOUR SEVENTH QUESTION WHAT IS THE HOUSE OF PAVADI PATI,Ravenclaw
5,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF PAVADI PETIL IS GRIFFINDO YOUR CURRENT SCORE IS FOUR OUT OF SEVEN HERE IS YOUR EIGHTH QUESTION WHAT IS THE HOUSE OF ANTHONY GOLDSTEIN O,Ravenclaw
5,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF ANTHONY GOLDSTEIN IS RAVEN CLOW YOUR CURRENT SCORE IS FIVE OUT OF EIGHT HERE IS YOUR NINTH QUESTION WHAT IS THE HOUSE OF DENIS CREEBY O,Ravenclaw
6,"Alexa, open potter house quiz","Alexa, open potter house quiz",WELCOME TO THE HARRY POTTER HOUSE GUESSIN GANG YOU CAN ASK TO START A QUIZ WITH STARTA QUIS,START A QUIZ
6,"Alexa, open potter house quiz","Alexa, open potter house quiz",IWILL ASK YOU FOR THE HOGBORK'S HOUSE OF TEN CHARACTERS HERE IS YOUR FIRST QUESTION WHAT IS THE HOUSE OF CORINAS QUOL,Ravenclaw
6,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF CORINUS QUARREL IS RAVEN CLOCK YOUR CURRENT SCORE IS ONE OUT OF ONE HERE IS YOUR SECOND QUESTION WHAT IS THE HOUSE OF BLAZE SABINI,Slytherin
6,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE O BLAZE ABEN IS SLITHERING YOUR CURRENT SCORE IS TWO OUT OF TWO HERE IS YOUR THIRD QUESTION WHAT IS THE HOUSE ABLAZE O BENI O,Slytherin
6,"Alexa, open potter house quiz","Alexa, open potter house quiz",HOUSE OF BLAZE ZABENAS SLITHERIN YOUR CURRENT SCOOR IS THREE OUT OF THREE HERE IS YOUR FOURTH QUESTION WHAT IS THE HOUSE OF DEAN THOMAS,Gryffindor
6,"Alexa, open potter house quiz","Alexa, open potter house quiz",HOUSE OF DEAN THOMAS IS GRIFFENDOR YOUR CURRENT SCORE IS FOUR OUT OF FOUR HERE IS YOUR FIFTH QUESTION WHAT IS THE HOUSE OF TOM RIDDLE,Slytherin
6,"Alexa, open potter house quiz","Alexa, open potter house quiz",OF TOM RIDDLE IS SLITHERING YOUR CURRENT SCORE IS FIVE OUT OF FIVE HERE IS YOUR SIXTH QUESTION WHAT IS THE HOUSE OF SEVERAS SNAKE,Slytherin
6,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF SEVERUS SNAPIS LITHERAN YOUR CURRENT SCORE IS SIX OUT OF SIX HERE IS YOUR SEVENTH QUESTION WHAT IS THE HOUSE OF BRIDGET WENNOK O,Ravenclaw
6,"Alexa, open potter house quiz","Alexa, open potter house quiz",HOUSE OF BRIDGET WINLOCK IS HUFFLEBUFF YOUR CURRENT SCORE IS SIX OUT OF SEVEN HERE IS YOUR EIGHTH QUESTION WHAT IS THE HOUSE OF SULE O,Ravenclaw
6,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF SULE IS RADEN CLA YOUR CURRENT SCOREIS SEVEN OUT OF EIGHT HERE IS YOUR NINTH QUESTION WHAT IS THE HOUSE OF MARTIS FLINT,Slytherin
7,"Alexa, open potter house quiz","Alexa, open potter house quiz",WELCOME TO THE HARRY POTTER HOUSE GUESSING GANG YOU CAN ASK TO START A QUIZ WITH START O QUITS OH,START A QUIZ
7,"Alexa, open potter house quiz","Alexa, open potter house quiz",I WILL ASK YOU FOR THE HOGWORD'S HOUSE OF TEN CHARACTERS HERE IS YOUR FIRST QUESTION WHAT IS THE HOUSE OF TERRY BOOTH,Ravenclaw
7,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF TERRY BOOT IS RAVEN CLAW YOUR CURRENT SCORE IS ONE OUT OF ONE HERE IS YOUR SECOND QUESTION WHAT IS THE HOUSE OF LILY EVANS,Gryffindor
7,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF LILY EVANS'S GRIFFINDORE YOUR CURRENT SCORE IS TWO OUT OF TWO HERE IS YOUR THIRD QUESTION WHAT IS THE HOUSE OF HELENOR RAVEN CLAW O,Ravenclaw
7,"Alexa, open potter house quiz","Alexa, open potter house quiz",THE HOUSE OF HELENO RAVENCLAW IS RAVENCLO YOUR CURRENT SCORE IS THREE OUT OF THREE HERE IS YOUR FOURTH QUESTION WHAT IS THE HOUSE OF FLEMONT FATHER,Hufflepuff
7,"Alexa, open potter house quiz","Alexa, open potter house quiz",FLEMONT POTTERIS GRIFFINBOR YOUR CURRENT SCORE IS THREE OUT OF FOUR HERE IS YOUR FIFTH QUESTION WHAT IS THE HOUSE OF COLIN CREEBY O,Gryffindor
